Date,HDFC_Adj_Close,HDFC_Returns,HDFC_Close,HDFC_High,HDFC_Low,HDFC_Open,HDFC_Volume,ICICI_Adj_Close,ICICI_Returns,ICICI_Close,ICICI_High,ICICI_Low,ICICI_Open,ICICI_Volume,TCS_Adj_Close,TCS_Returns,TCS_Close,TCS_High,TCS_Low,TCS_Open,TCS_Volume,INFY_Adj_Close,INFY_Returns,INFY_Close,INFY_High,INFY_Low,INFY_Open,INFY_Volume,RELIANCE_Adj_Close,RELIANCE_Returns,RELIANCE_Close,RELIANCE_High,RELIANCE_Low,RELIANCE_Open,RELIANCE_Volume,NIFTY50_Adj_Close,NIFTY_Returns,NIFTY50_Close,NIFTY50_High,NIFTY50_Low,NIFTY50_Open,Set_Type
15-03-2018,438.8253174,0.008704391,470.2000122,471.875,466.2999878,466.2999878,5870924,289.5543213,-0.015144151,301.4500122,305.75,300.3999939,305.75,13282019,1199.782593,-0.005976032,1434.849976,1451.275024,1427.800049,1447.5,2348906,475.0871277,0.001438566,591.25,594.2000122,586,590,6101500,402.7703552,-0.018741922,416.8442688,424.913269,416.0213928,422.8788757,12711836,10360.15039,-0.004886619,10360.15039,10420,10346.2002,10405.4502,Train
16-03-2018,432.3390503,-0.014891305,463.25,470.2749939,461.6375122,470,7896336,286.3364563,-0.011175378,298.1000061,301.8500061,297.3999939,301.25,28835112,1181.386841,-0.015451331,1412.849976,1436,1402.5,1434.400024,7197482,470.8283997,-0.009004518,585.9500122,591.2000122,584.625,591,17954826,397.5800171,-0.012970347,411.4725952,415.8842468,405.0722656,415.564209,30814962,10195.15039,-0.016054598,10195.15039,10346.2998,10180.25,10345.15039,Train
19-03-2018,430.997467,-0.003107906,461.8125,465,460.7875061,463.25,7838740,282.9265442,-0.011980237,294.5499878,300,291.25,298.1000061,13601784,1183.602783,0.001873955,1415.5,1424,1410,1414.5,3489940,460.7240601,-0.0216944,573.375,590.25,571.3250122,582,7526620,395.5701599,-0.005068048,409.3924866,414.6041565,407.7923889,411.9068909,12630833,10094.25,-0.0099462,10094.25,10224.5498,10075.2998,10215.34961,Train
20-03-2018,429.1892395,-0.004204274,459.875,463.9750061,458.8125,461.2749939,3657372,280.4772034,-0.008694852,292,297.2000122,290.25,293,10880002,1197.755371,0.011886288,1432.425049,1436.599976,1409.5,1410,4024984,467.8754578,0.015402849,582.2750244,585,574.2999878,574.2999878,8553766,393.0523071,-0.006385467,406.7866211,413.2783813,405.5294189,408.3867188,15192983,10124.34961,0.00297742,10124.34961,10155.65039,10049.09961,10051.5498,Train
21-03-2018,433.7156372,0.010491166,464.7250061,465.7999878,460.8250122,462,5921140,277.7876892,-0.009635336,289.2000122,295.0499878,287.3500061,295,13618228,1194.368652,-0.00283156,1428.375,1442.150024,1425,1436.25,3907678,469.0605774,0.002529778,583.75,587.75,581.0999756,585,7692994,396.1885376,0.007947503,410.0325012,412.5240479,408.3867188,409.0953064,14715126,10155.25,0.003047438,10155.25,10227.2998,10132.9502,10181.9502,Train
22-03-2018,435.7804565,0.004749471,466.9375,470,463.7749939,464.7250061,6673224,272.0724792,-0.020788616,283.25,289.6499939,280.8999939,289.5,24593489,1183.749268,-0.008930974,1415.675049,1437.974976,1411.275024,1429.974976,2326094,466.5697021,-0.005324499,580.6500244,588.7249756,577.6500244,582.25,6813168,401.15802,0.012465212,415.1756287,416.9128723,409.5067749,409.6210632,22129723,10114.75,-0.003996059,10114.75,10207.84961,10105.40039,10167.5,Train
23-03-2018,429.6675415,-0.014126826,460.3875122,463.2749939,459.3125,461.6625061,7190152,264.6763306,-0.027560813,275.5499878,277.8500061,273.5499878,277.1000061,31922568,1178.230347,-0.00467314,1409.074951,1417.050049,1399.025024,1401,3654122,469.1007996,0.005410246,583.7999878,586.9000244,571.1749878,573.5,12008084,394.8633728,-0.015815601,408.6610107,411.449707,406.4666138,407.1523438,23469999,9998.049805,-0.0116047,9998.049805,10027.7002,9951.900391,9968.799805,Train
26-03-2018,441.7767029,0.027792807,473.3624878,475,458.375,459.9750061,10501768,270.5356445,0.021896177,281.6499939,283.1499939,275.9500122,276.1000061,24618534,1177.749512,-0.000408183,1408.5,1413.699951,1390.775024,1409.5,2964210,464.1390381,-0.010633511,577.625,583.4500122,572,583.4500122,8930722,398.0438232,0.008022294,411.9526062,413.4155273,408.0209656,408.6838684,13227705,10130.65039,0.013175466,10130.65039,10143.5,9958.549805,9989.150391,Train
27-03-2018,441.5784912,-0.00044877,473.1499939,474.75,469,473.4500122,6136836,272.6968079,0.007956722,283.8999939,287.2999878,281.3999939,284.5,22377328,1190.584961,0.010839326,1423.849976,1431.5,1411.525024,1412.5,2494574,463.6368408,-0.001082583,577,580.6500244,575.0499878,580,3802088,397.469574,-0.00144372,411.3582764,416.3642578,410.0782166,414.741333,15179544,10184.15039,0.005267108,10184.15039,10207.90039,10139.65039,10188,Train
28-03-2018,440.0618896,-0.003440412,471.5249939,474.9249878,469.0125122,470.7374878,8837508,267.3658142,-0.019742773,278.3500061,283.2999878,277.1000061,283,27172599,1191.19104,0.00050893,1424.574951,1437.5,1412.5,1417.949951,6865654,454.7176819,-0.019424828,565.9000244,575.375,563.125,575.375,12558322,389.9159546,-0.019187173,403.540741,409.5524902,402.3063965,409.5296326,19160609,10113.7002,-0.006941668,10113.7002,10158.34961,10096.90039,10143.59961,Train
02-04-2018,450.5845337,0.023630328,482.7999878,483.9375,472.625,472.625,4596368,251.5169525,-0.061107418,261.8500061,273.8500061,258.7999878,273,73359584,1216.485718,0.021012462,1454.824951,1457,1420,1420,1662988,456.8670654,0.004715716,568.5750122,574.7750244,560.6500244,570.5,8072702,394.4436951,0.011545191,408.2266846,411.8840332,405.2779846,408.2495422,12494499,10211.7998,0.009652935,10211.7998,10220.09961,10127.75,10151.65039,Train
03-04-2018,447.014801,-0.007953998,478.9750061,481.4249878,477.75,480.9874878,4079884,259.3933716,0.030835326,270.0499878,271.5,261.3999939,261.3999939,40773239,1217.154297,0.000549448,1455.625,1464.949951,1446.050049,1446.050049,1937290,458.1929016,0.002897815,570.2249756,571.7750244,564.0499878,567.3499756,4077168,397.3591614,0.007364155,411.243988,412.2268982,404.7065125,407.3352356,13922126,10245,0.003245887,10245,10255.34961,10171.0498,10186.84961,Train
04-04-2018,439.3969116,-0.017188575,470.8125,481.2374878,469.6124878,478.2374878,3714108,258.048645,-0.005197605,268.6499939,273.2999878,265.5,267.25,33486876,1217.008179,-0.000120056,1455.449951,1467,1446,1464.724976,2841820,451.6641846,-0.014351329,562.0999756,572.2750244,560,572,4813302,395.3050842,-0.005182729,409.1181641,416.8442688,407.8152466,413.5983887,14214534,10128.40039,-0.011446384,10128.40039,10279.84961,10111.2998,10274.59961,Train
05-04-2018,445.3815613,0.013528225,477.2250061,478.5,472.5499878,475.3250122,4858892,267.6539917,0.036546957,278.6499939,280,267.7000122,267.7999878,26759108,1236.678833,0.016033891,1478.974976,1481.875,1460.175049,1463.275024,1809424,461.0454102,0.020557593,573.7750244,575.6500244,564.5499878,569.7750244,7763544,401.1801147,0.014752658,415.1984863,416.0213928,413.0498047,413.7812805,8527915,10325.15039,0.019239307,10325.15039,10331.7998,10227.4502,10228.4502,Train
06-04-2018,448.7646484,0.007567226,480.8500061,481.6124878,476.4500122,478.0499878,3720008,269.5750732,0.007151846,280.6499939,282.9500122,277,278.3999939,31577015,1233.480469,-0.002589603,1475.150024,1480,1463.275024,1477,1129018,452.7890625,-0.01807017,563.5,573,561.0499878,571.5,5937742,402.4169617,0.003078279,416.4785461,419.9072876,413.7355652,415.1070557,9664888,10331.59961,0.000624418,10331.59961,10350.4502,10290.84961,10322.75,Train
09-04-2018,452.4160461,0.008103631,484.7625122,485.5,479.1000061,479.7000122,4003536,269.7671509,0.000712267,280.8500061,283.4500122,274.3500061,277.75,31712527,1222.442871,-0.008988613,1461.949951,1481.75,1457.5,1469.849976,1235866,446.4613342,-0.014073572,555.625,562.9000244,553.2750244,562.5,7202882,404.6256104,0.005473452,418.7643738,420.1358948,417.1871643,417.1871643,7813897,10379.34961,0.004611096,10379.34961,10397.7002,10328.5,10333.7002,Train
10-04-2018,448.1697083,-0.009430239,480.2124939,485.75,478.375,485.75,6067236,277.4034729,0.027913844,288.7999878,294.4500122,279.0499878,279.4500122,44741783,1228.170654,0.004674579,1468.800049,1478.625,1462.849976,1462.849976,1184532,447.3251953,0.001933037,556.7000122,562.25,552.7000122,556,8926058,405.089447,0.001145679,419.2444153,422.3760071,417.9186401,419.8615723,8455132,10402.25,0.002203911,10402.25,10424.84961,10381.5,10412.90039,Train
11-04-2018,447.7030334,-0.001041833,479.7124939,480,476.3500061,478.9750061,2870812,273.321167,-0.014825488,284.5499878,287.8999939,282.3500061,287.75,16811454,1260.175781,0.025725431,1507.074951,1512.5,1472.800049,1475.300049,3124416,451.6843567,0.009697774,562.125,565.75,558.25,559,9025574,411.1853333,0.014936146,425.5533142,426.4219055,418.7872314,421.4159546,13140816,10417.15039,0.001431395,10417.15039,10428.15039,10355.59961,10428.15039,Train
12-04-2018,450.0246277,0.005172169,482.2000122,483.2250061,476.4750061,479,4712516,275.4343872,0.007701902,286.75,289.8999939,283.5499878,285.2999878,22954325,1312.477905,0.040665661,1569.625,1575,1503.974976,1505,6114360,467.0920105,0.033542653,581.2999878,586.375,562.5,564.7249756,17044366,410.2355957,-0.002312427,424.5704041,428.2048645,422.5131531,425.0961304,10822592,10458.65039,0.003975901,10458.65039,10469.90039,10395.25,10410.65039,Train
13-04-2018,449.13797,-0.001972186,481.25,485,479.7749939,482,3297172,276.8751831,0.005217361,288.25,291.1000061,285.7999878,288,17497198,1318.352173,0.004465722,1576.650024,1620.400024,1566.050049,1575,8179118,470.6475525,0.007583255,585.7249756,592.9500122,575.125,587,21227038,414.7192078,0.010870065,429.2106323,430.5135498,424.5704041,426.3990479,12616816,10480.59961,0.002096467,10480.59961,10519.90039,10451.4502,10495.2998,Train
16-04-2018,453.1277466,0.008843964,485.5249939,487.5,479.9624939,480,2847744,276.2508545,-0.002257456,287.6000061,288.9500122,284.1000061,285,16874313,1332.713501,0.010834487,1593.824951,1599.974976,1555.375,1558,6270274,455.2800598,-0.033196772,566.5999756,570,551,551,24745084,413.9241028,-0.001919053,428.3877258,429.7363892,424.4789734,427.1990967,8934275,10528.34961,0.00454569,10528.34961,10540.15039,10396.34961,10398.2998,Train
17-04-2018,454.6209717,0.003289956,487.125,487.75,483.5249939,485.875,2667832,280.2370605,0.014326544,291.75,293.25,286.7999878,287.6000061,15406113,1323.912598,-0.006625648,1583.300049,1597.474976,1573.599976,1593.824951,3301724,452.065979,-0.007084605,562.5999756,563.7000122,557.5,563.5,10397940,417.1045227,0.007654214,431.6793213,433.0279846,427.9077148,429.7363892,9599816,10548.7002,0.001931067,10548.7002,10560.4502,10495.65039,10557.2998,Train
18-04-2018,450.9111938,-0.008193632,483.1499939,488.375,482.5125122,487.75,2712720,278.6041565,-0.005843909,290.0499878,294.8999939,289,293.7000122,20755245,1320.7771,-0.002371166,1579.550049,1596.724976,1572.925049,1583,2433066,452.3673706,0.000666476,562.9749756,567.375,556.9249878,561.4249878,10430380,414.3437195,-0.006640975,428.822052,433.4851379,427.4733887,432.1365051,7360987,10526.2002,-0.002135242,10526.2002,10594.2002,10509.7002,10578.90039,Train
19-04-2018,452.4044189,0.003306101,484.75,486.2000122,483.25,485,3169032,278.1719055,-0.001552693,289.6000061,291,287.2999878,291,17282341,1334.176758,0.010094165,1595.574951,1608.599976,1582.875,1589.949951,4820952,455.1394043,0.006109139,566.4249878,569.9000244,561.5499878,562,8525542,416.2431335,0.004573675,430.7878723,432.0222168,427.450531,429.3249207,9802587,10565.2998,0.003707621,10565.2998,10572.2002,10546.2002,10563.65039,Train
20-04-2018,456.3475952,0.008678277,488.9750061,490.25,483.0375061,485.25,9361380,271.0158997,-0.026061798,282.1499939,290.1499939,279.7000122,289.25,19745690,1422.518188,0.064114232,1701.224976,1711.175049,1620,1625,18465662,473.4599915,0.039463659,589.2249756,596.8499756,568.4749756,569.5,24272692,409.8822327,-0.015399664,424.2046509,430.5821228,421.1416626,428.822052,7326696,10564.0498,-0.000118319,10564.0498,10582.34961,10527.4502,10560.34961,Train
23-04-2018,451.6461487,-0.010355773,483.9375,494.75,465.0750122,494.75,15304620,268.3743896,-0.009794508,279.3999939,282.7999878,275.25,280,11620499,1425.110474,0.001820663,1704.324951,1778.949951,1694.775024,1712,15185910,477.1763611,0.007818739,593.8499756,607.2000122,577.625,584,21830638,413.4602661,0.008691537,427.9077148,431.7250366,424.4789734,425.1647034,7674482,10584.7002,0.001952873,10584.7002,10638.34961,10514.9502,10592.7998,Train
24-04-2018,451.4711304,-0.000387587,483.75,487.0125122,481.5,483.75,5037416,272.888916,0.01668183,284.1000061,286.6000061,279.3500061,279.3500061,15412234,1415.494507,-0.006770391,1692.824951,1721.574951,1671.25,1705,8314336,463.8376465,-0.028351561,577.25,598.2000122,575.0499878,592.5,8526216,428.5011597,0.035732026,443.4742126,446.0572205,427.450531,427.8162842,19921115,10614.34961,0.002797241,10614.34961,10636.7998,10569,10578.09961,Train
25-04-2018,448.1463318,-0.007391617,480.1875,484.5,478,481.9750061,4020592,267.8941345,-0.018472929,278.8999939,285.6499939,276.8500061,284.0499878,7961352,1450.864868,0.024680894,1735.125,1741.5,1682.525024,1692.5,8196574,466.1880798,0.005054566,580.1749878,585.5,572.5999756,576,11594178,428.6999817,0.000463886,443.6799622,448.8459167,440.502655,445.1200256,14079382,10570.5498,-0.004135009,10570.5498,10612.59961,10536.4502,10612.40039,Train
26-04-2018,450.3628845,0.004933855,482.5625,484.7999878,477.8125,479.2000122,7847480,267.8461304,-0.000179207,278.8500061,280.3999939,275.3500061,279.7999878,14112673,1479.71228,0.019687824,1769.625,1780,1733.5,1733.5,12135034,472.6563721,0.013779481,588.2249756,590.8250122,580,587,11302084,430.8423767,0.004984977,445.8972168,451.6803589,439.9083252,444.822876,34096999,10617.7998,0.004460006,10617.7998,10628.40039,10559.65039,10586.5,Train
27-04-2018,448.7646484,-0.003555086,480.8500061,483.875,478.125,483.25,5777008,276.5389404,0.031938969,287.8999939,291.7000122,276,277.3999939,16488361,1443.213379,-0.024975523,1725.974976,1772,1710,1762.5,4501330,476.1718445,0.007410169,592.5999756,595.7999878,587.0999756,590,7663370,440.0966187,0.021251983,455.4748535,462.1951904,450.5374451,452.5032654,25518647,10692.2998,0.006992018,10692.2998,10719.7998,10647.5498,10651.65039,Train
30-04-2018,453.6410217,0.010807602,486.0750122,488.7000122,482.2000122,482.5,4609552,272.9850464,-0.012934626,284.2000122,291,282.2999878,288.9500122,9737559,1476.723511,0.022953649,1766.050049,1774.5,1718.800049,1725.974976,3458558,481.9170532,0.011993204,599.75,603.9749756,590.3250122,590.8499756,5511678,425.5195007,-0.033683514,440.3883667,453.7833252,438.8796997,448.9373779,19406069,10739.34961,0.004390692,10739.34961,10759,10704.59961,10705.75,Train
02-05-2018,459.5205994,0.012877587,492.375,494.5,486.5,487.5,7100048,265.9730225,-0.026022134,276.8999939,283.75,275.5499878,283.6499939,14211445,1463.198242,-0.009201173,1749.875,1766.099976,1735.650024,1765.25,3158046,480.9328613,-0.002044332,598.5250244,600.7999878,590.5,599.4500122,10295042,429.671814,0.009710917,444.68573,447.6572876,441.188385,442.0798645,13381914,10718.0498,-0.001985312,10718.0498,10784.65039,10689.7998,10783.84961,Train
03-05-2018,459.1473389,-0.000812612,491.9750061,493.7250061,486.5,492.0125122,4152772,270.7757568,0.017896128,281.8999939,283.6499939,277.2999878,277.2999878,14724116,1455.7146,-0.005127703,1740.925049,1763,1735.199951,1754.900024,3761550,475.1071777,-0.012187263,591.2750244,602.3499756,588.0499878,598.625,5332230,424.7685547,-0.011477251,439.6111755,447.0629883,438.5368347,447.0629883,8634812,10679.65039,-0.003589119,10679.65039,10720.59961,10647.4502,10720.15039,Train
04-05-2018,463.9537048,0.010413615,497.125,497.5,491.5750122,492.5,6881436,271.6882629,0.003364304,282.8500061,285.6000061,278.3500061,280.4500122,11861951,1455.254517,-0.000316103,1740.375,1748.5,1735,1746,2347244,471.3105469,-0.008023204,586.5499878,593,577.5,592.5,6023368,421.3892822,-0.007987376,436.1138611,441.0283813,434.3080444,440.1826172,8302649,10618.25,-0.005765879,10618.25,10700.4502,10601.59961,10700.4502,Train
07-05-2018,461.3638611,-0.005597755,494.3500061,496.8250122,493.75,495.4125061,5264128,278.3639832,0.024274233,289.7999878,293,282.8500061,284,19673100,1430.25293,-0.017329508,1710.474976,1745,1705.449951,1745,3484426,475.2879333,0.008403584,591.5,595,587.75,590.625,4638960,428.9208069,0.017715235,443.9085388,444.9371643,437.2110596,438.3539734,7683268,10715.5,0.009117073,10715.5,10725.65039,10635.65039,10653.15039,Train
08-05-2018,458.9490051,-0.005247914,491.7625122,494.9750061,488.6499939,494.8125,7100564,297.0945129,0.065120764,309.2999878,314.5,300,302,87176185,1438.719116,0.005901912,1720.599976,1743.25,1698.349976,1717.349976,2992820,468.2772217,-0.014860321,582.7750244,588.9500122,580.5250244,588.9500122,5718556,427.1980591,-0.004024558,442.1255798,448.9373779,441.256958,446.880127,10792648,10717.7998,0.000214601,10717.7998,10758.5498,10689.40039,10757.90039,Train
09-05-2018,461.5971985,0.005753542,494.6000061,495.125,489.0375061,489.0375061,4327332,294.6931458,-0.008115682,306.7999878,309.7999878,304.25,305,20140490,1458.829468,0.013881165,1744.650024,1747.375,1720.099976,1720.099976,2615050,470.346344,0.004408851,585.3499756,588.4500122,581.5,583.75,3783504,431.4387207,0.009877742,446.5143738,449.9888306,439.9083252,441.5769958,9831044,10741.7002,0.00222749,10741.7002,10766.25,10689.84961,10693.34961,Train
10-05-2018,464.9336243,0.007202006,498.1749878,499.75,495.5,497.1499939,7171672,294.7411804,0.000162985,306.8500061,312.8999939,305.7000122,308.4500122,16239386,1442.921265,-0.010964665,1725.625,1755.574951,1720.099976,1751.474976,3858678,469.2615662,-0.002309002,584,591.5,581.4249878,588,3182862,433.4043579,0.004545658,448.5487671,450.1260071,445.3943176,448.0230408,8781584,10716.5498,-0.002344125,10716.5498,10785.5498,10705,10779.65039,Train
11-05-2018,469.3782959,0.009514392,502.9375,504.25,496.5,498.1749878,6057068,298.6794434,0.013273286,310.9500122,311.8500061,307.5499878,307.9500122,16671145,1445.304321,0.001650187,1728.474976,1742.5,1721.25,1727.099976,2627876,474.3840332,0.010856867,590.375,591.5999756,583.0250244,586.1500244,3311706,436.9824524,0.008221895,452.2518311,453.1889954,446.9944153,448.5944824,8774740,10806.5,0.008358548,10806.5,10812.0498,10724.4502,10741.9502,Train
14-05-2018,471.7115479,0.004958627,505.4375,506.8500061,503.1000061,504.2999878,4742916,297.8629456,-0.002737436,310.1000061,311,305.1499939,310,10425585,1435.52063,-0.00679231,1716.775024,1735.5,1705.400024,1728.5,2433894,477.8191223,0.007215065,594.6500244,595.75,585,592.1749878,4432094,435.8118591,-0.002682405,451.0403137,453.4861755,446.5143738,453.4861755,5642499,10806.59961,9.22E-06,10806.59961,10834.84961,10774.75,10815.15039,Train
15-05-2018,475.4562683,0.007907236,509.4500122,516.25,506.6749878,506.7625122,9826684,296.0859375,-0.005983725,308.25,317.5,305.0499878,310.7000122,16400700,1455.944214,0.014127043,1741.199951,1747.900024,1716.849976,1725,1952890,479.9284363,0.004404746,597.2750244,604,594.0499878,594.0499878,5611974,432.4325867,-0.007784189,447.5429993,457.1663513,446.4915161,449.4173889,10501479,10801.84961,-0.000439643,10801.84961,10929.2002,10781.40039,10812.59961,Train
16-05-2018,472.0848389,-0.007116195,505.8374939,512.25,504.2875061,507.6375122,6841604,285.5200195,-0.036337594,297.25,304.8999939,295.2999878,303.8999939,25515791,1460.752563,0.003297123,1746.949951,1754.5,1737.625,1739.974976,1648450,478.0802612,-0.003858373,594.9749756,599,592.25,593.625,6205004,422.3611145,-0.023565776,437.1195984,445.2800293,435.4281006,445.2800293,18840763,10741.09961,-0.005639911,10741.09961,10790.4502,10699.7002,10751.9502,Train
17-05-2018,473.1114807,0.002172336,506.9375,511.1124878,503.125,505.9624939,6615476,284.3193359,-0.004214119,296,299.9500122,294.0499878,299,10668400,1459.87439,-0.000601359,1745.900024,1766.574951,1738,1756.474976,2968048,475.2477722,-0.005942335,591.4500122,598.7249756,586.7750244,598,9519598,417.5904846,-0.011359419,432.1822205,438.8796997,430.4221191,438.58255,10353948,10682.7002,-0.005451839,10682.7002,10777.25,10664.5,10775.59961,Train
18-05-2018,469.4716797,-0.007723073,503.0375061,506.1749878,500.875,506.1749878,5217460,274.8100281,-0.034017977,286.1000061,295.2999878,284.6000061,294.1499939,17469524,1464.159668,0.002931075,1751.025024,1758.849976,1729,1740.400024,1874996,475.3683472,0.000253678,591.5999756,593.2750244,586.5,591.5,7139660,412.5105286,-0.012239521,426.9248047,435.9081116,426.0790405,432.2965088,11440117,10596.40039,-0.008111272,10596.40039,10674.9502,10589.09961,10671.84961,Train
21-05-2018,465.0153198,-0.009537626,498.2625122,505.25,496.5125122,504.0249939,4848108,277.883728,0.01112273,289.2999878,293,287.75,289.5,23155638,1487.029297,0.015498897,1778.375,1796,1759.025024,1764.349976,3446178,473.8818054,-0.003132036,589.75,594.2000122,585,589.7750244,8475320,411.406189,-0.002680708,425.7818909,427.7705688,421.5531006,425.5075989,14491208,10516.7002,-0.007549869,10516.7002,10621.7002,10505.7998,10616.7002,Train
22-05-2018,464.2803345,-0.001581812,497.4750061,503.4874878,496.375,499.6749878,3960372,278.8442688,0.003450668,290.2999878,293.8500061,286.8500061,289.5,11284988,1467.023682,-0.013544727,1754.449951,1787.474976,1746.849976,1779,1857416,479.6471558,0.012092807,596.9249878,599,586.9500122,587.5,5636804,409.3742065,-0.004951353,423.6789246,426.9933777,422.8788757,426.6047974,11310073,10536.7002,0.001899931,10536.7002,10558.59961,10490.5498,10518.4502,Train
23-05-2018,459.0540161,-0.011320654,491.875,498.5,490.8500061,496.9500122,5726292,280.525238,0.006010246,292.0499878,298.3999939,288.7999878,288.8500061,15887229,1461.254272,-0.003940485,1747.550049,1772.5,1740.5,1762.5,1507298,476.0513611,-0.007524992,592.4500122,603.8250122,590.75,597.5,9538442,402.9691467,-0.015769668,417.0500183,423.3360596,415.632782,423.3360596,9991028,10430.34961,-0.010144632,10430.34961,10533.5498,10417.7998,10521.09961,Train
24-05-2018,463.3704224,0.009358897,496.5,497.5625,489.0874939,491.7749939,4520744,285.952301,0.019161321,297.7000122,299,291.2000122,293.7000122,11489424,1506.658569,0.030599173,1801.849976,1807.5,1751.175049,1755,2962316,490.5551453,0.03001195,610.5,613.7750244,599,599,9740570,404.5593567,0.003938467,418.6958008,421.0502014,416.0899658,417.8500366,11632489,10513.84961,0.00797361,10513.84961,10535.15039,10419.7998,10464.84961,Train
25-05-2018,468.6666565,0.011364979,502.1749878,504,497.4750061,497.5,4759588,283.9831543,-0.006910097,295.6499939,300.9500122,294.6000061,298.3999939,13541580,1499.174438,-0.004979749,1792.900024,1837.400024,1786.275024,1812.5,3769772,493.4878845,0.005960609,614.1500244,624.3250122,610.4000244,615.0499878,8901438,406.7459106,0.005390226,420.9587708,422.1473999,418.0557861,418.7643738,17782410,10605.15039,0.00864637,10605.15039,10628.0498,10524,10533.0498,Train
28-05-2018,476.4828796,0.016540031,510.5499878,513,501.5,501.9500122,5103940,287.4411011,0.012103053,299.25,302.2999878,293.3500061,293.75,19063427,1464.159668,-0.023633109,1751.025024,1808.25,1743,1808.25,3716798,487.9033813,-0.011380911,607.2000122,616.2999878,603,615.5,5739794,406.5692139,-0.00043451,420.7759094,423.7932129,419.7244263,422.8331604,11369679,10688.65039,0.007842698,10688.65039,10709.7998,10640.5498,10648.34961,Train
29-05-2018,474.243042,-0.004711856,508.1499939,513.1749878,507.2000122,509.5,3351244,278.460083,-0.031743253,289.8999939,298.75,288.2999878,298.75,12969969,1473.127563,0.006106262,1761.75,1772,1744,1764.949951,3525312,488.8274841,0.001892237,608.3499756,613.2750244,603.0999756,607.0250244,3388934,405.2661438,-0.003210186,419.4272766,424.2503662,418.0329285,421.2788086,17878384,10633.2998,-0.0051919,10633.2998,10717.25,10616.09961,10689.40039,Train
30-05-2018,477.9178162,0.007718848,512.0875244,513.25,504.0750122,504.9249878,4866996,273.6574097,-0.017397726,284.8999939,288.1499939,282.75,285.8999939,25142319,1469.197754,-0.002671228,1757.050049,1766.5,1741.25,1754.525024,3779106,486.8185425,-0.004118183,605.8499756,614.375,602.7999878,608.5,6323066,404.6697693,-0.001472646,418.8100891,422.0559692,414.4670105,418.2386475,13105124,10614.34961,-0.001783745,10614.34961,10648.7002,10558.4502,10579,Train
31-05-2018,502.3614502,0.049881096,534.8624878,540,520,525,39639192,274.5218506,0.003153865,285.7999878,288.9500122,279.2999878,285,23698686,1467.932739,-0.000861395,1741.050049,1759.050049,1726.099976,1734,5049371,494.8941345,0.016452419,615.9000244,621,605.125,605.8499756,19720340,406.9888611,0.005714467,421.2102356,421.6445313,418.1015015,421.0502014,37080158,10736.15039,0.011409766,10736.15039,10763.7998,10620.40039,10670.09961,Train
01-06-2018,495.5871582,-0.013576643,527.6500244,534.5,525.25,529,21151356,277.883728,0.012171922,289.2999878,299.9500122,286.8500061,295,29675949,1460.682007,-0.004951656,1732.449951,1757.5,1716.300049,1754,1603856,490.4747925,-0.008969984,610.4000244,623.125,608.5999756,615.2000122,4998356,411.0528259,0.00993592,425.4161682,427.7934265,419.8844299,420.5930481,19174278,10696.2002,-0.003728031,10696.2002,10764.75,10681.5,10738.4502,Train
04-06-2018,480.4654541,-0.030987908,511.5499878,539.25,509.4874878,537.5,88796324,275.4343872,-0.00885334,286.75,293.2999878,285.5499878,293.2999878,17188567,1470.631226,0.006788259,1744.25,1749,1712.599976,1745,1681483,497.9475708,0.015120906,619.7000122,621.5,606,610.5499878,4270156,415.6026001,0.011007779,430.1249695,431.565033,425.4161682,426.7190857,12250151,10628.5,-0.006349485,10628.5,10770.2998,10618.34961,10765.9502,Train
05-06-2018,484.551178,0.008467726,515.9000244,516.7374878,505.75,512.5,17105460,272.888916,-0.00928463,284.1000061,288,283.1000061,288,12376050,1451.534058,-0.013070746,1721.599976,1751.900024,1711.150024,1744,2449568,490.4947205,-0.015080277,610.4249878,621,608.5,621,4710862,418.6064148,0.007201619,433.2337036,436.5938721,430.1935425,431.016449,17436812,10593.15039,-0.00333147,10593.15039,10633.15039,10550.90039,10630.7002,Train
06-06-2018,483.0836487,-0.003033232,514.3375244,516.2000122,511.25,515.0499878,9782000,272.6968079,-0.000704227,283.8999939,286.8999939,281.1000061,285.7000122,16873633,1455.033447,0.00240792,1725.75,1734.900024,1715.199951,1723,2236512,497.164032,0.0135055,618.7249756,620.7750244,610.0250244,612.5999756,4038184,421.5881042,0.007097647,436.3195801,437.0510254,430.947876,432.936554,9164022,10684.65039,0.008600566,10684.65039,10698.34961,10587.5,10603.4502,Train
07-06-2018,484.2223816,0.002354443,515.5499878,519.9500122,513.2999878,518.2999878,10563896,279.4206238,0.024357674,290.8999939,293.0499878,287.1499939,287.5,20297969,1463.296021,0.005662552,1735.550049,1749,1723.800049,1725,2414762,503.1906128,0.012049034,626.2249756,629,619,619,6676226,429.0754395,0.017603972,444.0685425,446.1943665,436.3424377,436.5481567,14999572,10768.34961,0.007803071,10768.34961,10818,10722.59961,10722.59961,Train
